name,feature_easting,feature_northing,pointx_class
Kent & Medway NHS & Social Care Partnership Trust,578112.4,167606.6,5280365
Burton Physiotherapy Centre,425054,322620,5280365
Mold Clinic,323976.3,364354.4,5280365
Wentworth Clinic,412960,91848,5280365
Richmond Rehabilitation Unit,518210,175564,5280365
Molehill Copse Clinic,577629,153184.4,5280365
Pickering Health Clinic,479606,484021,5280365
Canning Crescent Mental Health,530850,190939,5280365
St Ives Clinic,531129.2,271706.8,5280365
Peveril House Clinic,446007,342089,5280365
A M S Physio,291813.5,92242.7,5280365
Mayberry Centre,273364,44120,5280365
Boots,376328,389358,5280364
Crystal Hearing Ltd,485788,187413,5280365
Pure Sports Medicine,532956,181247,5280365
Larkfield Clinic,570264,158441.5,5280365
Sexual & Reproductive Health Clinic,330932,187242,5280365
Wellspring Healthy Living Centre,361084.2,173130.8,5280365
Boots,384950,254895,5280364
Boots,416581,433065,5280364
Boots,557973.8,173418.4,5280364
Child & Adolescent Mental Health Services,504366,426645,5280365
New Mills Clinic,400191,385652,5280365
The Childrens & Young People Disability Partnership,389066,390647,5280365
Studley Health Centre,407098,263798,5280365
Beeston Health Clinic,452796,337013,5280365
The Fab Practice,489736,239950,5280365
Alway Clinic,334285,187857,5280365
The Bournemouth Laser Clinic,407635,91139,5280365
Wellington Women's Clinic,528546,182078,5280365
Masta Travel Clinic Within Bennetts End Surgery,507114,205827,5280365
Boots,296089,76762,5280364
Avenue House,435528,292215,5280365
H N H Ultrasound,394095,451384,5280365
Acupoint London,529456,181722,5280365
Chapel Road Clinic,378848,392322,5280365
G U M Clinic Within George Elliot Hospital,435690.3,290479.4,5280365
Lydney Health Centre,363500,203377,5280365
The Physical Therapy Clinic,503165.9,441121.6,5280365
Boots,497350,370773,5280364
Clapham Common Clinic,529553,175341,5280365
Oak House,350456,239709,5280365
Chorley Health Centre,358083.5,417584.9,5280365
Wansford Surgery,507150,299156,5280365
Ashleigh Clinic,460662,302648,5280365
Bowes Road Clinic,529524,192388,5280365
Chantry Clinic,614098,243078,5280365
Hambledon Health,388499,106426,5280365
The Bridge,418045,286918,5280365
Erith Family Planning Clinic Within Erith Health Centre,551535,177896,5280365
Priory Group Adult Care,472697,172202,5280365
Brookside Centre,325688.8,548413.6,5280365
Acorn Health Centre,374728.4,428510.2,5280365
Boots,528516,181062,5280364
Bristol Health Hub,357871.3,174020.5,5280365
Leighton Buzzard Clinic,491935,225353,5280365
Connaught House,447225.3,129425.7,5280365
Silloth Clinic,310667,553662.7,5280365
Sickle Cell & Thallassaemia Centre,384882,396056,5280365
Nottingham BUPA Health Centre,453174.4,343687.3,5280365
Wellbeing Clinic,458682,337586,5280365
Boots,530236,181027,5280364
Boots,561428,177898,5280364
Wendy Atkinson Bsc Hons M S S T - Sports Therapist,615568,246783,5280365
Occupational Health Consultancy,445417.2,115535.6,5280365
David Allen Remedial Therapy,367288.5,394397,5280365
Unity Acupuncture Practice,531120,119198,5280365
Clarendon Clinic,377726,401635,5280365
Bridgewater Community Healthcare NHS Trust,365171.5,390877,5280365
Oaks Child Health Clinic,551333.2,168555.6,5280365
Pencoed Clinic,296149,181942,5280365
Anthroposophical Medical Practice,542671,134995,5280365
Boots,368278.3,427375.6,5280364
Healing Hands,349361,450968,5280365
Substance Misuse Service,434918,386761,5280365
Southam Clinic,442064,261717,5280365
Wigan Health Centre,357369,406064,5280365
Boots,433171,389659,5280364
Boston Health Clinic,532507.3,344049.9,5280365
N H S Ryde Community Clinic,458941,91887,5280365
James Rind Physiotherapy Ltd,319075,174648,5280365
Bristol Botanicals,365462,178029,5280365
Sports Injury Clinic,489058.4,121633.5,5280365
Wadhurst & Crowborough Physiotherapy & Sports Injury Clinic,564041.7,131811.9,5280365
Body & Sole Therapy,351529.2,492768.1,5280365
Settle Injury Clinic,381650,463263,5280365
Nutrivital,474870,123214.1,5280365
North Warwickshire Primary Care Trust,435753,291787,5280365
The Therapy Rooms,553142,187009,5280365
Uxbridge Health Centre,505793.3,184137.9,5280365
Truro Health Park,182329.6,44462,5280365
Aber Medical Centre,314772.5,190522.4,5280365
Chadwell Health & Wellbeing Clinic,289728,62181,5280365
Hendon Diagnostic Centre,522053.2,189284.8,5280365
Boots,346578,92968,5280364
John Cox Health & Sports Therapy Practice,447513.4,413242.2,5280365
Fairford Hospital,415424,201065,5280365
Crowngate Physiotherapy Centre,384753,255005,5280365
Stourbridge Colonic Hydrotherapy Clinic,388450,283139,5280365
The Complimentary House Partnership,515671,163719,5280365
Boots,357371,115885,5280364
Weight Medics,518071,175274,5280365
Diet UK Ltd,331299,429635,5280365
Blandford Clinic,388515,106620,5280365
St Johns Therapy Centre,526578,175015,5280365
Chepstow Therapy Rooms,353402.5,193968.5,5280365
Diss Natural Health Clinic,613052,279162,5280365
Allan House Clinic,406072,423379,5280365
Detox,429693,438696,5280365
The Globe Travel Health Centre,623315,308415,5280365
Lightwood House,437374,382470,5280365
G M Irons Ltd,490354,230502,5280365
132 Harley Street,528566.1,182014.9,5280365
Handforth Clinic,385807.8,383464.4,5280365
The Berkeley Clinic,527741,181230,5280365
Beauty Enhanced,316084,179699,5280365
Tang Hall Clinic,462465,452002,5280365
Boots,225170.9,64439.7,5280364
The Lancashire Eye Clinic,336132,427135,5280365
Acuheal Ltd,518941,191723,5280365
Leigh Sanctuary Day Spa,584262,185811,5280365
The Practice,526961,136655,5280365
Back 2 Fitness,248258,61449,5280365
Hands on Sports Therapy Clinics,448185,274412,5280365
Felling Health Centre,427761,561566,5280365
Dr A K Shah - Goodmayes Medical Centre,546326,187481,5280365
Surrey & Sussex Anaesthetists,527106,142506,5280365
Orchard House,638205,168602,5280365
Cannock C M H T,397871,310347,5280365
Child Adolescent & Mental Health,475465,260900,5280365
A P Clinic,528667,189875,5280365
Braeburn House,380706,399712,5280365
Victoria Road Health Centre,430558,557737,5280365
Orchard House Mental Health Resource Centre,404162,267211,5280365
Tees Esk & Wear Valleys NHS Foundation Trust,451193,532660,5280365
Linwood Mental Health Centre,532302,123964,5280365
Bromley Health Care,536898,169191,5280365
The Natural Health Clinic,435115,335452,5280365
The Sutherland Centre,391091.8,342488.8,5280365
Little Bromwich Centre,411358,286127,5280365
Worsley Mesnes Health Centre,357475,403800,5280365
Wimpole Therapeutics,528654,181343,5280365
Stansted Clinic,551073,225085,5280365
Hollybush Medical Centre,400810,285189,5280365
B P Cosmetic Clinic Within Norwich Hospital,618415,308148,5280365
Nuffield Health,531785,181578,5280365
West Berkshire Child & Adolescent Mental Health Service,449358,167732,5280365
Community Mental Health Team,405719,373189,5280365
The Ellis Centre,503862.3,488869.3,5280365
Ealing Crisis Assessment & Treatment Team,514631,179925,5280365
The Hearing Clinic,515057,105073,5280365
The Devon Clinic,288898.6,60810.5,5280365
Community Mental Health Team,356431,426718,5280365
Paignton Health & Well-being Centre,288687.4,60875.3,5280365
Baby Jabs,533194,180704,5280365
Sector 3 Community Adult Mental Health Team,392683.2,386781.4,5280365
Bury South I D T,584623.4,263796,5280365
Coombewood Resource Centre,580790.2,190773.3,5280365
Dr David Fenton,528641,181765,5280365
The Dawson Microsurgery Clinic,450140,534604,5280365
Long Stratton Health Centre,619451,292379,5280365
Waterloo House,245979,55317,5280365
The Sloane Court Clinic,528022,178349,5280365
Sussex Partnership NHS Foundation Trust,514798.4,102711,5280365
Dr Seamus Banim,528631,181801,5280365
Andover Department of Sexual Health Within Andover Health Centre,435335.1,146323.4,5280365
Barking walk-in Centre,545648.9,184271.7,5280365
Shelley Clinic Child Adolescent & Family Mental Health Services,411251,92285,5280365
The Cobham Clinic Within Luton & Dunstable Hospital,505086,222836,5280365
Aldershot Centre for Health,486237,151301,5280365
Premier Ear Care,425178,436689,5280365
Dudley & Walsall Mental Health Partnership NHS Trust,398147.5,296265.1,5280365
Chaddlewood Surgery,256152,55992,5280365
The Chequers Endodontic Practice Ltd,487043,200936,5280365
The Lodge,412203.4,437432.9,5280365
Millpond,528314.8,190656.7,5280365
Moretonhampstead & District Health & Social Care Hub,275215,86287,5280365
South Sefton Neighbourhood Centre,332386.4,398260.6,5280365
Child Adolescent Mental Health Service,523043,178781,5280365
Knead a Massage,558611,200382,5280365
Rejuvence Clinic,536857,181120,5280365
Basuto Medical Centre,525246,176725,5280365
New Romney Clinic,606985.2,124869.9,5280365
Newmarket House Healthcare Ltd,621192,306859,5280365
Salford Allergy Clinic,383270,401669,5280365
Chantry House,450057,89112,5280365
The Manor Health Centre,529550,175692,5280365
Lambeth Community Care Centre,531424,178790,5280365
Broadmeadow G P Surgery,406017,278945,5280365
Professor John Studd,528502,181746,5280365
The Wellman Clinic,528658,181840,5280365
Sameday Doctor Ltd,383686.6,398108.1,5280365
Island Therapies,340303,384917,5280365
Breast Test Wales,317440,176692,5280365
The Everton Brown Clinic,332095,398155,5280365
New York Laser Clinic,525399,177468,5280365
Boots,317716,173813,5280364
Body Limits,486917,243765,5280365
Ergotec Health Studios,526756,184841,5280365
Exeter Medical,296532.7,93328.4,5280365
Newleaf Healthcare Ltd,430287,433375,5280365
Oriental Wellbeing,517520,174302,5280365
Dunans Occupational Health,494665,368801,5280365
Community Team Learning Disabilities,445756.9,422109.9,5280365
Hydrotherapy Pool,364880,175045,5280365
Parkview Clinic,407013.3,282454.6,5280365
Sawbridgeworth Health Clinic,548346,214788,5280365
Boots,351799,385766,5280364
The Bridge Clinic,489944,181291,5280365
Elite Therapy,432263,280038,5280365
Nightingale Healthcare Ltd,401197,273806,5280365
West Mersea Foot Clinic,601240,212858,5280365
Garston Clinic,511029.5,199205.8,5280365
St Michaels's Clinic,362238,300689,5280365
The Well Being Clinic,419097,169146,5280365
Heath Lane Consulting Rooms,390490,283398,5280365
Child & Adolescent Mental Health Services,450200,89121,5280365
Child & Family Clinic,301085,191950,5280365
Natural Therapies,507561,164947,5280365
BUPA,414852,279603,5280365
Queensway Clinic,487633,233739,5280365
Bridge Centre,463965,151764,5280365
Wellness Clinic,570925,207222,5280365
North London Hearing,524154.8,188367.1,5280365
Lyng Centre for Health & Social Care,400232,290904,5280365
Laurel Lodge Clinic,507586,181858,5280365
Osteopathy Letchworth,521716.2,232871.2,5280365
Oak Lane Childrens Health Centre,526546.5,190203.8,5280365
The Lynton Clinic,376876,366995,5280365
Department of Sexual Health,487047,278110,5280365
Developmental Therapy,495903.3,176578.1,5280365
Poplars Community Units for the Elderly,442917.3,412649.4,5280365
Memory Clinic,434849.9,568653,5280365
Equetouch,440012,198148,5280365
Westgate Clinic,461258.4,516026,5280365
Ultralase,526308,184759,5280365
The Copperhouse Clinic,156817,37907,5280365
Werrington Clinic,393914.3,347200.8,5280365
The Janus Clinic,484533,159353,5280365
The Cottage Surgery,393004,286091,5280365
Union Street NHS Clinic,504496.8,250296.1,5280365
Timperley Health Centre,378492,389034,5280365
Kilburn Square Clinic,525256.4,183734.3,5280365
Aches Away,463395,403974,5280365
Practice Plus Group,360771,143541,5280365
Shoreditch Trust,533305,183693,5280365
Cotswold Dialysis Within Gloucester Royal Hospital,383992,218638,5280365
Bexleyheath Centre,548224,175340,5280365
Bromley CAMHS,540873,168284,5280365
Holt Consulting Rooms,607963,338773.7,5280365
Hodsoll House,554786,166894,5280365
Bramley Clinic,424465,435217,5280365
Chinbrook Medical Cosmetic Centre,540741,172200,5280365
Thornley Clinic,436092,539584,5280365
Somerset Clinic,322323,125097,5280365
E S S Clinic,540383,190214,5280365
Boots,357902,173302,5280364
South Yorkshire Physiotherapy Centre,434420,405686,5280365
Sports Massage Bristol,358230,173897,5280365
Parkside Community Mental Health Centre,449609.9,519371.8,5280365
Laurels Healthy Living Centre,532587,188684,5280365
Biomedic Centre,528157,181684,5280365
Cowes Personnel Dental Clinic,450495.4,95411.5,5280365
Oak Tree Clinic,514016.4,105322,5280365
South Lincoln Physiotherapy & Sports Injuries Clinic,494441,365913,5280365
The Widnes Healthcare Resource Centre,351131.7,385287,5280365
Speech & Language Centre,381934,277814,5280365
Townlands Community Hospital,475714,182848,5280365
Destination Skin,359113,173251.1,5280365
Dulwich Therapy Rooms,533848,175098,5280365
West Swindon Health Centre,411883.9,184467.8,5280365
Grove Road Clinic,415492,280178,5280365
Dorset Forensic Team,405173,88836,5280365
Stourbridge Health & Social Care Centre,390020.9,285166.6,5280365
Belper Clinic Within Babington Hospital,434556,347016,5280365
Horwich Clinic,363748,411818,5280365
Face Medical Clinic,385757,410626,5280365
The Centre for Reproductive & Genetic Health,528878,182084,5280365
Kim Burnetts Clinic,426473,176012,5280365
Masta Travel Clinic,527662.1,141614.1,5280365
Ashton Health Centre,357674.8,399139,5280365
Ashfield Health & Wellbeing Centre,450397,356326,5280365
Integrated Medical Centre Ltd,527882,181716,5280365
Foot Health Department Within Leeds General Infirmary,429621,433998,5280365
Jennifer E Clay,395024,321190,5280365
Waddiloves Health Centre,415779,434629,5280365
Cedar House Clinic,351792,310753,5280365
Boots,317608,179360,5280364
Neil P Harrison,361326.6,386010.9,5280365
Scott Osteopathic & Health Clinic,579576,155269,5280365
Specialist Mental Health Team,599661,225395,5280365
New Ferry Health Centre,333546.6,385599.6,5280365
Boots,548766,221288,5280364
Boots,463100,100050,5280364
First Touch Sports Thrapy - Sprts Injuries & Sprts Massage Clinic,471752,98952,5280365
Kitty Witches Clinic,652535,307409,5280365
St Margarets Health Centre,426838,542372,5280365
Jeff Hemmerman Rehabilitation Clinic,330831,188084,5280365
Geoffrey Rhodes Centre,427238,565088,5280365
Skin Clinics,411181,276371,5280365
Nottingham Park Clinic,456634,339924,5280365
Cherry Trees Practice,346981,461324,5280365
Newberry Clinic,652611.9,304085.8,5280365
Diagnostic Health Care,382297,389153,5280365
Ribbleton Clinic,357230.5,431043.4,5280365
Elixir Skin Clinic,334362,418047,5280365
Harley Street Skin Clinic Ltd,528684,181627,5280365
Worthing Laser & Skin Clinic,515405.9,103495.2,5280365
Speke Neighbourhood Health Centre,344192.6,383016.3,5280365
Healthcare Medical Centre,517256,189670,5280365
Cardiac Screen,532127,179396,5280365
Grappenhall Clinic,363729.5,386971.8,5280365
Fleet Street Clinic,531229,181113,5280365
Dr Jabeen & Partners,442598.5,425512.9,5280365
Cambridge BUPA Health Centre,544384,262835,5280365
Sinclair Dr E R Health Visitor,347698,101746,5280365
The Home Clinic,381839,214055,5280365
Continence Advisory Service,446982.1,129327.7,5280365
The Tinnitus Clinic,528634,181790,5280365
Boots,487497,153609,5280364
Hucknall Health Centre,453331,348972,5280365
Your Continence Matters,484399,194813,5280365
Body Shape Clinic,334687,187062,5280365
European Scanning Centre,321450,182906,5280365
Health Screening,446323,129313,5280365
Provide,572013,207880,5280365
The Beeches Consulting Centre,385632,388914,5280365
Regent Anaesthetic Practice,520202,171148,5280365
North West Community Mental Health Team,317050,178730,5280365
Alexandra Clinic,340308,366076,5280365
Cyncoed Consulting Rooms,320292.8,181915.1,5280365
Omnia Dental Spa,409106,275632,5280365
Vanishing Veins,518996,132925,5280365
Berkshire Physiotherapy,475967.8,171628.3,5280365
Hafod Community Mental Health Team,301437.5,381972.2,5280365
Cheltenham Dental Spa & Implant Clinic,394715,222425,5280365
Netherfield Medial Centre,462179,341097,5280365
Boots,525045,177472,5280364
Pontypridd Health Centre,307445,190349,5280365
